domain_name,domain_url,status,category,watchlists,price
explus.nft,https://unstoppabledomains.com/d/explus.nft,For sale by owner,–,9,"$47,000"
mykobo.wallet,https://unstoppabledomains.com/d/mykobo.wallet,For sale by owner,–,9,"$8,888"
ibanfirst.wallet,https://unstoppabledomains.com/d/ibanfirst.wallet,For sale by owner,–,9,"$8,888"
xoxno.nft,https://unstoppabledomains.com/d/xoxno.nft,For sale by owner,–,9,"$88,888"
801.nft,https://unstoppabledomains.com/d/801.nft,For sale by owner,,9,"$8,888"
wed3.crypto,https://unstoppabledomains.com/d/wed3.crypto,For sale by owner,–,9,$50
154.x,https://unstoppabledomains.com/d/154.x,For sale by owner,,9,"$3,100"
playpad.nft,https://unstoppabledomains.com/d/playpad.nft,For sale by owner,–,9,"$2,160"
xexchange.x,https://unstoppabledomains.com/d/xexchange.x,For sale by owner,–,9,"$47,000"
game-changer.x,https://unstoppabledomains.com/d/game-changer.x,For sale by owner,–,9,"$2,888"
rebase.wallet,https://unstoppabledomains.com/d/rebase.wallet,For sale by owner,–,9,"$3,888"
administration.wallet,https://unstoppabledomains.com/d/administration.wallet,For sale by owner,–,9,"$8,888"
guitar.x,https://unstoppabledomains.com/d/guitar.x,For sale by owner,,9,"$3,500"
assistant.wallet,https://unstoppabledomains.com/d/assistant.wallet,For sale by owner,–,9,"$3,888"
concerts.nft,https://unstoppabledomains.com/d/concerts.nft,For sale by owner,–,9,"$500,000"
mdma.x,https://unstoppabledomains.com/d/mdma.x,For sale by owner,–,9,"$345,888"
lending.nft,https://unstoppabledomains.com/d/lending.nft,For sale by owner,,9,"$2,999"
hustle.nft,https://unstoppabledomains.com/d/hustle.nft,For sale by owner,,9,"$5,000"
lol.nft,https://unstoppabledomains.com/d/lol.nft,For sale by owner,–,9,"$15,000"
aok.crypto,https://unstoppabledomains.com/d/aok.crypto,For sale by owner,–,9,"$8,888"
careers.x,https://unstoppabledomains.com/d/careers.x,For sale by owner,–,9,"$3,500,000"
husky.x,https://unstoppabledomains.com/d/husky.x,For sale by owner,,9,"$20,000"
grow.x,https://unstoppabledomains.com/d/grow.x,For sale by owner,+1,9,"$99,000"
kicks.x,https://unstoppabledomains.com/d/kicks.x,For sale by owner,,9,"$1,999"
audio.nft,https://unstoppabledomains.com/d/audio.nft,For sale by owner,,9,"$50,000"
taurus.wallet,https://unstoppabledomains.com/d/taurus.wallet,For sale by owner,–,9,"$2,900"
fake.nft,https://unstoppabledomains.com/d/fake.nft,For sale by owner,,9,"$13,000"
believer.x,https://unstoppabledomains.com/d/believer.x,For sale by owner,,8,$99
print.x,https://unstoppabledomains.com/d/print.x,For sale by owner,+2,8,"$50,000"
ibiza.x,https://unstoppabledomains.com/d/ibiza.x,For sale by owner,,8,"$50,000"
dj.nft,https://unstoppabledomains.com/d/dj.nft,For sale by owner,–,8,"$1,000"
ethereum.xyz,https://unstoppabledomains.com/d/ethereum.xyz,For sale by owner,–,8,"$916,380"
1881.x,https://unstoppabledomains.com/d/1881.x,For sale by owner,,8,$25
tods.crypto,https://unstoppabledomains.com/d/tods.crypto,For sale by owner,–,8,"$250,000"
intangible.crypto,https://unstoppabledomains.com/d/intangible.crypto,For sale by owner,–,8,"$1,000,000"
willistowerswatson.crypto,https://unstoppabledomains.com/d/willistowerswatson.crypto,For sale by owner,–,8,"$2,000,000"
1111.nft,https://unstoppabledomains.com/d/1111.nft,For sale by owner,,8,"$1,500"
arte.x,https://unstoppabledomains.com/d/arte.x,For sale by owner,–,8,"$25,000"
agenticdiagnosis.com,https://unstoppabledomains.com/d/agenticdiagnosis.com,For sale by owner,–,8,"$2,888"
agenticdelivery.com,https://unstoppabledomains.com/d/agenticdelivery.com,For sale by owner,–,8,"$2,888"
agenticdriver.com,https://unstoppabledomains.com/d/agenticdriver.com,For sale by owner,–,8,"$2,888"
agenticbody.com,https://unstoppabledomains.com/d/agenticbody.com,For sale by owner,–,8,"$2,888"
agenticbrokerage.com,https://unstoppabledomains.com/d/agenticbrokerage.com,For sale by owner,–,8,"$2,888"
agenticbay.com,https://unstoppabledomains.com/d/agenticbay.com,For sale by owner,–,8,"$2,888"
agenticcure.com,https://unstoppabledomains.com/d/agenticcure.com,For sale by owner,–,8,"$2,888"
agenticbuyer.com,https://unstoppabledomains.com/d/agenticbuyer.com,For sale by owner,–,8,"$2,888"
agenticadmin.com,https://unstoppabledomains.com/d/agenticadmin.com,For sale by owner,–,8,"$2,888"
agenticgenius.com,https://unstoppabledomains.com/d/agenticgenius.com,For sale by owner,–,8,"$2,888"
agenticcorp.com,https://unstoppabledomains.com/d/agenticcorp.com,For sale by owner,–,8,"$2,888"
agenticgateway.com,https://unstoppabledomains.com/d/agenticgateway.com,For sale by owner,–,8,"$2,888"
agenticbeauty.com,https://unstoppabledomains.com/d/agenticbeauty.com,For sale by owner,–,8,"$2,888"
agenticfox.com,https://unstoppabledomains.com/d/agenticfox.com,For sale by owner,–,8,"$2,888"
agenticfix.com,https://unstoppabledomains.com/d/agenticfix.com,For sale by owner,–,8,"$2,888"
agenticgateways.com,https://unstoppabledomains.com/d/agenticgateways.com,For sale by owner,–,8,"$2,888"
architecture.nft,https://unstoppabledomains.com/d/architecture.nft,For sale by owner,,8,"$17,500"
djcoin.crypto,https://unstoppabledomains.com/d/djcoin.crypto,For sale by owner,–,8,"$8,700"
zkhealth.xyz,https://unstoppabledomains.com/d/zkhealth.xyz,For sale by owner,–,8,$528
vodkarussia.com,https://unstoppabledomains.com/d/vodkarussia.com,For sale by owner,–,8,"$2,888"
uxads.com,https://unstoppabledomains.com/d/uxads.com,For sale by owner,–,8,"$1,888"
unhid.com,https://unstoppabledomains.com/d/unhid.com,For sale by owner,–,8,"$1,888"
sommelierai.com,https://unstoppabledomains.com/d/sommelierai.com,For sale by owner,–,8,"$2,888"
personalizedbiology.com,https://unstoppabledomains.com/d/personalizedbiology.com,For sale by owner,–,8,"$2,888"
pranapharma.com,https://unstoppabledomains.com/d/pranapharma.com,For sale by owner,–,8,"$3,888"
pranavibes.com,https://unstoppabledomains.com/d/pranavibes.com,For sale by owner,–,8,"$2,888"
modernbiotechnology.com,https://unstoppabledomains.com/d/modernbiotechnology.com,For sale by owner,–,8,"$4,888"
healththerapeutics.com,https://unstoppabledomains.com/d/healththerapeutics.com,For sale by owner,–,8,"$8,888"
vibemedia.io,https://unstoppabledomains.com/d/vibemedia.io,For sale by owner,–,8,$888
designerbaby.org,https://unstoppabledomains.com/d/designerbaby.org,For sale by owner,–,8,"$2,888"
211.crypto,https://unstoppabledomains.com/d/211.crypto,For sale by owner,,8,$799
login.nft,https://unstoppabledomains.com/d/login.nft,For sale by owner,,8,"$5,000"
degenerate.x,https://unstoppabledomains.com/d/degenerate.x,For sale by owner,,8,"$50,000"
016.unstoppable,https://unstoppabledomains.com/d/016.unstoppable,For sale by owner,,8,$169
kpop.nft,https://unstoppabledomains.com/d/kpop.nft,For sale by owner,–,8,"$11,000,000"
share.nft,https://unstoppabledomains.com/d/share.nft,For sale by owner,+2,8,"$500,000"
internetofvalue.crypto,https://unstoppabledomains.com/d/internetofvalue.crypto,For sale by owner,–,8,"$77,000"
what.wallet,https://unstoppabledomains.com/d/what.wallet,For sale by owner,,8,$250
binanceman.nft,https://unstoppabledomains.com/d/binanceman.nft,For sale by owner,–,8,$100
0xsarah.x,https://unstoppabledomains.com/d/0xsarah.x,For sale by owner,–,8,$100
0xollie.wallet,https://unstoppabledomains.com/d/0xollie.wallet,For sale by owner,–,8,$100
0xbender.nft,https://unstoppabledomains.com/d/0xbender.nft,For sale by owner,–,8,$100
paydegen.crypto,https://unstoppabledomains.com/d/paydegen.crypto,For sale by owner,–,8,$888
lawyers.nft,https://unstoppabledomains.com/d/lawyers.nft,For sale by owner,–,8,"$4,750"
dust.x,https://unstoppabledomains.com/d/dust.x,For sale by owner,+1,8,"$1,000"
yolo.x,https://unstoppabledomains.com/d/yolo.x,For sale by owner,–,8,"$4,980"
fun.nft,https://unstoppabledomains.com/d/fun.nft,For sale by owner,–,8,"$515,464"
bidtoearn.crypto,https://unstoppabledomains.com/d/bidtoearn.crypto,For sale by owner,–,8,"$8,888"
caliente.nft,https://unstoppabledomains.com/d/caliente.nft,For sale by owner,–,8,"$4,888"
caliente.x,https://unstoppabledomains.com/d/caliente.x,For sale by owner,–,8,"$8,888"
stevejobs.x,https://unstoppabledomains.com/d/stevejobs.x,For sale by owner,–,8,"$2,160"
nickelback.nft,https://unstoppabledomains.com/d/nickelback.nft,For sale by owner,–,8,"$47,000"
w3chat.x,https://unstoppabledomains.com/d/w3chat.x,For sale by owner,–,8,"$8,888"
musicworldmedia.nft,https://unstoppabledomains.com/d/musicworldmedia.nft,For sale by owner,–,8,"$8,888"
kylianmbappe.x,https://unstoppabledomains.com/d/kylianmbappe.x,For sale by owner,–,8,"$47,000"
ibrahimovic.nft,https://unstoppabledomains.com/d/ibrahimovic.nft,For sale by owner,–,8,"$47,000"
423.x,https://unstoppabledomains.com/d/423.x,For sale by owner,,8,"$5,000"
284.x,https://unstoppabledomains.com/d/284.x,For sale by owner,,8,"$7,000"
264.x,https://unstoppabledomains.com/d/264.x,For sale by owner,,8,"$5,600"
readymix.x,https://unstoppabledomains.com/d/readymix.x,For sale by owner,–,8,"$10,000"
3223.x,https://unstoppabledomains.com/d/3223.x,For sale by owner,,8,$888
619.nft,https://unstoppabledomains.com/d/619.nft,For sale by owner,,8,$750
visualfeeder.nft,https://unstoppabledomains.com/d/visualfeeder.nft,For sale by owner,–,8,"$8,888"
1x2bet.x,https://unstoppabledomains.com/d/1x2bet.x,For sale by owner,–,8,"$8,888"
324.x,https://unstoppabledomains.com/d/324.x,For sale by owner,,8,"$5,000"
dux.x,https://unstoppabledomains.com/d/dux.x,For sale by owner,–,8,"$8,888"
xtreme.nft,https://unstoppabledomains.com/d/xtreme.nft,For sale by owner,–,8,"$3,888"
metaversecare.x,https://unstoppabledomains.com/d/metaversecare.x,For sale by owner,–,8,$888
1947.nft,https://unstoppabledomains.com/d/1947.nft,For sale by owner,,8,$800
mediaset.nft,https://unstoppabledomains.com/d/mediaset.nft,For sale by owner,–,8,"$47,000"
cefi.x,https://unstoppabledomains.com/d/cefi.x,For sale by owner,–,8,"$108,000"
coupon.x,https://unstoppabledomains.com/d/coupon.x,For sale by owner,,8,"$9,999"
destroyer.x,https://unstoppabledomains.com/d/destroyer.x,For sale by owner,,8,"$500,000"
freemasonry.x,https://unstoppabledomains.com/d/freemasonry.x,For sale by owner,–,8,"$4,700"
allah.nft,https://unstoppabledomains.com/d/allah.nft,For sale by owner,,8,"$33,000"
soundsuit.nft,https://unstoppabledomains.com/d/soundsuit.nft,For sale by owner,–,8,"$8,888"
mobilegames.x,https://unstoppabledomains.com/d/mobilegames.x,For sale by owner,–,8,$216
manifesto.x,https://unstoppabledomains.com/d/manifesto.x,For sale by owner,–,8,"$1,888"
teens.x,https://unstoppabledomains.com/d/teens.x,For sale by owner,,8,"$4,999"
neon.x,https://unstoppabledomains.com/d/neon.x,For sale by owner,,8,"$2,000"
skins.nft,https://unstoppabledomains.com/d/skins.nft,For sale by owner,,8,"$1,000,000"
banker.x,https://unstoppabledomains.com/d/banker.x,For sale by owner,–,8,"$378,000"
express.x,https://unstoppabledomains.com/d/express.x,For sale by owner,,8,"$9,999"
medicare.x,https://unstoppabledomains.com/d/medicare.x,For sale by owner,–,8,"$1,439,000"
xbet.x,https://unstoppabledomains.com/d/xbet.x,For sale by owner,–,8,"$200,000"
islam.x,https://unstoppabledomains.com/d/islam.x,For sale by owner,,8,"$80,000"
wang.x,https://unstoppabledomains.com/d/wang.x,For sale by owner,,8,"$150,000"
999.nft,https://unstoppabledomains.com/d/999.nft,For sale by owner,,8,"$2,999"
smith.x,https://unstoppabledomains.com/d/smith.x,For sale by owner,,8,"$150,000"
cats.nft,https://unstoppabledomains.com/d/cats.nft,For sale by owner,–,8,"$2,500"
leaderbet.crypto,https://unstoppabledomains.com/d/leaderbet.crypto,For sale by owner,–,8,"$8,888"
kickboxer.crypto,https://unstoppabledomains.com/d/kickboxer.crypto,For sale by owner,–,8,$888
xchange.x,https://unstoppabledomains.com/d/xchange.x,For sale by owner,–,7,"$20,000,000"
name-broker.com,https://unstoppabledomains.com/d/name-broker.com,For sale by owner,–,7,"$2,997"
smoke.x,https://unstoppabledomains.com/d/smoke.x,For sale by owner,+1,7,"$50,000"
fly.nft,https://unstoppabledomains.com/d/fly.nft,For sale by owner,+2,7,"$20,000"
hermes.wallet,https://unstoppabledomains.com/d/hermes.wallet,For sale by owner,–,7,$999
diy.x,https://unstoppabledomains.com/d/diy.x,For sale by owner,–,7,"$1,000,000"
888blockchain.x,https://unstoppabledomains.com/d/888blockchain.x,For sale by owner,–,7,"$88,888"
rafa.crypto,https://unstoppabledomains.com/d/rafa.crypto,For sale by owner,–,7,$719
earn247.x,https://unstoppabledomains.com/d/earn247.x,For sale by owner,–,7,$500
toei-anim.nft,https://unstoppabledomains.com/d/toei-anim.nft,For sale by owner,–,7,"$3,000,000"
0440.x,https://unstoppabledomains.com/d/0440.x,For sale by owner,,7,$300
720v.com,https://unstoppabledomains.com/d/720v.com,For sale by owner,–,7,"$7,888"
lrc.crypto,https://unstoppabledomains.com/d/lrc.crypto,For sale by owner,–,7,"$1,200"
skin.nft,https://unstoppabledomains.com/d/skin.nft,For sale by owner,+1,7,"$700,000"
futureonline.crypto,https://unstoppabledomains.com/d/futureonline.crypto,For sale by owner,–,7,"$2,500"
zkpschool.xyz,https://unstoppabledomains.com/d/zkpschool.xyz,For sale by owner,–,7,$888
zkotp.com,https://unstoppabledomains.com/d/zkotp.com,For sale by owner,–,7,"$2,888"
zkfido.com,https://unstoppabledomains.com/d/zkfido.com,For sale by owner,–,7,"$2,888"
zkssl.com,https://unstoppabledomains.com/d/zkssl.com,For sale by owner,–,7,"$2,888"
zkzon.com,https://unstoppabledomains.com/d/zkzon.com,For sale by owner,–,7,"$2,888"
zkmfa.com,https://unstoppabledomains.com/d/zkmfa.com,For sale by owner,–,7,"$2,888"
zkstats.com,https://unstoppabledomains.com/d/zkstats.com,For sale by owner,–,7,"$2,888"
zkpki.com,https://unstoppabledomains.com/d/zkpki.com,For sale by owner,–,7,"$2,888"
vrautolab.com,https://unstoppabledomains.com/d/vrautolab.com,For sale by owner,–,7,"$2,888"
xrseek.com,https://unstoppabledomains.com/d/xrseek.com,For sale by owner,–,7,"$1,888"
travelingvr.com,https://unstoppabledomains.com/d/travelingvr.com,For sale by owner,–,7,"$2,888"
stylistgpt.com,https://unstoppabledomains.com/d/stylistgpt.com,For sale by owner,–,7,"$2,888"
therapeuticvoice.com,https://unstoppabledomains.com/d/therapeuticvoice.com,For sale by owner,–,7,"$1,888"
token2go.com,https://unstoppabledomains.com/d/token2go.com,For sale by owner,–,7,"$1,888"
powertoronto.com,https://unstoppabledomains.com/d/powertoronto.com,For sale by owner,–,7,"$3,888"
pharmacistgpt.com,https://unstoppabledomains.com/d/pharmacistgpt.com,For sale by owner,–,7,"$2,888"
2009.crypto,https://unstoppabledomains.com/d/2009.crypto,For sale by owner,,7,"$5,000"
studiotoken.io,https://unstoppabledomains.com/d/studiotoken.io,For sale by owner,–,7,"$1,888"
tokenswapper.io,https://unstoppabledomains.com/d/tokenswapper.io,For sale by owner,–,7,"$1,888"
tokenconnect.io,https://unstoppabledomains.com/d/tokenconnect.io,For sale by owner,–,7,$888
realdid.org,https://unstoppabledomains.com/d/realdid.org,For sale by owner,–,7,"$2,888"
farming.nft,https://unstoppabledomains.com/d/farming.nft,For sale by owner,,7,"$5,000"
1984.nft,https://unstoppabledomains.com/d/1984.nft,For sale by owner,,7,"$100,000"
info.wallet,https://unstoppabledomains.com/d/info.wallet,For sale by owner,+1,7,"$22,900"
inherit.wallet,https://unstoppabledomains.com/d/inherit.wallet,For sale by owner,,7,$99
all.wallet,https://unstoppabledomains.com/d/all.wallet,For sale by owner,,7,$499
forget.crypto,https://unstoppabledomains.com/d/forget.crypto,For sale by owner,,7,$300
obey.x,https://unstoppabledomains.com/d/obey.x,For sale by owner,+1,7,$400
value.nft,https://unstoppabledomains.com/d/value.nft,For sale by owner,+2,7,"$1,000,000"
scout.x,https://unstoppabledomains.com/d/scout.x,For sale by owner,+1,7,"$3,499"
returns.crypto,https://unstoppabledomains.com/d/returns.crypto,For sale by owner,,7,"$1,200"
projects.wallet,https://unstoppabledomains.com/d/projects.wallet,For sale by owner,,7,"$3,888"
254.x,https://unstoppabledomains.com/d/254.x,For sale by owner,,7,"$3,300"
465.x,https://unstoppabledomains.com/d/465.x,For sale by owner,,7,"$5,000"
243.x,https://unstoppabledomains.com/d/243.x,For sale by owner,,7,"$5,000"
english.x,https://unstoppabledomains.com/d/english.x,For sale by owner,,7,"$9,000"
bikes.nft,https://unstoppabledomains.com/d/bikes.nft,For sale by owner,,7,$999
4224.x,https://unstoppabledomains.com/d/4224.x,For sale by owner,,7,$888
nuts.x,https://unstoppabledomains.com/d/nuts.x,For sale by owner,,7,"$10,000"
ton.x,https://unstoppabledomains.com/d/ton.x,For sale by owner,,7,"$100,000"
culture.x,https://unstoppabledomains.com/d/culture.x,For sale by owner,+1,7,"$1,000,000"
allah.wallet,https://unstoppabledomains.com/d/allah.wallet,For sale by owner,,7,"$55,000"
bulldog.x,https://unstoppabledomains.com/d/bulldog.x,For sale by owner,,7,"$30,000"
england.wallet,https://unstoppabledomains.com/d/england.wallet,For sale by owner,,7,"$5,000"
unlock.wallet,https://unstoppabledomains.com/d/unlock.wallet,For sale by owner,,7,"$2,500"
jewellery.x,https://unstoppabledomains.com/d/jewellery.x,For sale by owner,,7,"$9,999"
fishing.x,https://unstoppabledomains.com/d/fishing.x,For sale by owner,,7,"$300,000"
engineering.x,https://unstoppabledomains.com/d/engineering.x,For sale by owner,,6,$399
save.x,https://unstoppabledomains.com/d/save.x,For sale by owner,+1,6,"$50,000"
gift.nft,https://unstoppabledomains.com/d/gift.nft,For sale by owner,+1,6,"$20,000"
wong.x,https://unstoppabledomains.com/d/wong.x,For sale by owner,,6,"$20,000"
checked.nft,https://unstoppabledomains.com/d/checked.nft,For sale by owner,,6,"$1,999"
711.nft,https://unstoppabledomains.com/d/711.nft,For sale by owner,,6,$750
mrs.x,https://unstoppabledomains.com/d/mrs.x,For sale by owner,,6,"$5,000"
1551.x,https://unstoppabledomains.com/d/1551.x,For sale by owner,,6,$99
code.wallet,https://unstoppabledomains.com/d/code.wallet,For sale by owner,+2,6,"$24,900"
salt.wallet,https://unstoppabledomains.com/d/salt.wallet,For sale by owner,+1,6,$199
acquired.nft,https://unstoppabledomains.com/d/acquired.nft,For sale by owner,,6,$999
twin.x,https://unstoppabledomains.com/d/twin.x,For sale by owner,,6,$400
anti.x,https://unstoppabledomains.com/d/anti.x,For sale by owner,,6,$400
keeper.x,https://unstoppabledomains.com/d/keeper.x,For sale by owner,,6,$399
musician.wallet,https://unstoppabledomains.com/d/musician.wallet,For sale by owner,,6,$350
spain.x,https://unstoppabledomains.com/d/spain.x,For sale by owner,,6,"$4,900"
0190.nft,https://unstoppabledomains.com/d/0190.nft,For sale by owner,,6,$216
286.nft,https://unstoppabledomains.com/d/286.nft,For sale by owner,,6,$300
284.nft,https://unstoppabledomains.com/d/284.nft,For sale by owner,,6,$300
1415.nft,https://unstoppabledomains.com/d/1415.nft,For sale by owner,,6,$216
producer.x,https://unstoppabledomains.com/d/producer.x,For sale by owner,,6,"$1,200"
airline.x,https://unstoppabledomains.com/d/airline.x,For sale by owner,,6,"$1,450,000"
247.nft,https://unstoppabledomains.com/d/247.nft,For sale by owner,,6,$999
plumber.x,https://unstoppabledomains.com/d/plumber.x,For sale by owner,,6,"$5,000"
simulate.x,https://unstoppabledomains.com/d/simulate.x,For sale by owner,,6,"$150,000"
environment.x,https://unstoppabledomains.com/d/environment.x,For sale by owner,,6,"$9,999"
deed.nft,https://unstoppabledomains.com/d/deed.nft,For sale by owner,,6,"$750,000"
tsunami.x,https://unstoppabledomains.com/d/tsunami.x,For sale by owner,,6,"$3,699"
drug.wallet,https://unstoppabledomains.com/d/drug.wallet,For sale by owner,+1,6,$999
industry.x,https://unstoppabledomains.com/d/industry.x,For sale by owner,,6,"$9,500"
khan.x,https://unstoppabledomains.com/d/khan.x,For sale by owner,,6,"$150,000"
scam.x,https://unstoppabledomains.com/d/scam.x,For sale by owner,+1,6,"$1,000"
anton.x,https://unstoppabledomains.com/d/anton.x,For sale by owner,,6,"$1,000"
fake.wallet,https://unstoppabledomains.com/d/fake.wallet,For sale by owner,,6,"$4,400"
directory.x,https://unstoppabledomains.com/d/directory.x,For sale by owner,,6,$799
lend.wallet,https://unstoppabledomains.com/d/lend.wallet,For sale by owner,+1,6,"$2,999"
7707.crypto,https://unstoppabledomains.com/d/7707.crypto,For sale by owner,,6,$216
737.crypto,https://unstoppabledomains.com/d/737.crypto,For sale by owner,,6,"$1,200"
1331.x,https://unstoppabledomains.com/d/1331.x,For sale by owner,,5,$25
shell.wallet,https://unstoppabledomains.com/d/shell.wallet,For sale by owner,+2,5,"$1,999"
3030.x,https://unstoppabledomains.com/d/3030.x,For sale by owner,,5,$499
0988.nft,https://unstoppabledomains.com/d/0988.nft,For sale by owner,,5,$39
vibes.nft,https://unstoppabledomains.com/d/vibes.nft,For sale by owner,,5,"$4,999"
override.crypto,https://unstoppabledomains.com/d/override.crypto,For sale by owner,,5,"$4,999"
levitate.crypto,https://unstoppabledomains.com/d/levitate.crypto,For sale by owner,,5,"$9,999"
she.x,https://unstoppabledomains.com/d/she.x,For sale by owner,,5,"$1,500"
builder.x,https://unstoppabledomains.com/d/builder.x,For sale by owner,,5,$999
calorie.x,https://unstoppabledomains.com/d/calorie.x,For sale by owner,,5,$59
213.crypto,https://unstoppabledomains.com/d/213.crypto,For sale by owner,,5,$499
221.crypto,https://unstoppabledomains.com/d/221.crypto,For sale by owner,,5,$699
440.crypto,https://unstoppabledomains.com/d/440.crypto,For sale by owner,,5,"$1,000"
unite.x,https://unstoppabledomains.com/d/unite.x,For sale by owner,+1,5,"$24,900"
flex.wallet,https://unstoppabledomains.com/d/flex.wallet,For sale by owner,,5,"$14,900"
bind.crypto,https://unstoppabledomains.com/d/bind.crypto,For sale by owner,+1,5,"$7,500"
eagle.wallet,https://unstoppabledomains.com/d/eagle.wallet,For sale by owner,+1,5,"$24,900"
seed.wallet,https://unstoppabledomains.com/d/seed.wallet,For sale by owner,+1,5,"$175,000"
786.wallet,https://unstoppabledomains.com/d/786.wallet,For sale by owner,,5,"$500,000"
everyone.wallet,https://unstoppabledomains.com/d/everyone.wallet,For sale by owner,,5,$50
selected.nft,https://unstoppabledomains.com/d/selected.nft,For sale by owner,,5,$29
chopstick.x,https://unstoppabledomains.com/d/chopstick.x,For sale by owner,,5,$30
caffeine.wallet,https://unstoppabledomains.com/d/caffeine.wallet,For sale by owner,,5,$29
fort.x,https://unstoppabledomains.com/d/fort.x,For sale by owner,+1,5,$400
jaws.x,https://unstoppabledomains.com/d/jaws.x,For sale by owner,,5,$400
ella.x,https://unstoppabledomains.com/d/ella.x,For sale by owner,,5,"$10,000"
dead.x,https://unstoppabledomains.com/d/dead.x,For sale by owner,+1,5,"$10,000"
720.x,https://unstoppabledomains.com/d/720.x,For sale by owner,,5,"$1,000"
prefer.crypto,https://unstoppabledomains.com/d/prefer.crypto,For sale by owner,,5,$200
kin.x,https://unstoppabledomains.com/d/kin.x,For sale by owner,,5,"$1,499"
chitchat.nft,https://unstoppabledomains.com/d/chitchat.nft,For sale by owner,,5,$29
legal.x,https://unstoppabledomains.com/d/legal.x,For sale by owner,+1,5,"$20,000,000"
5613.x,https://unstoppabledomains.com/d/5613.x,For sale by owner,,5,"$2,160"
2023.nft,https://unstoppabledomains.com/d/2023.nft,For sale by owner,,5,$30
786.nft,https://unstoppabledomains.com/d/786.nft,For sale by owner,,5,"$2,500"
protection.x,https://unstoppabledomains.com/d/protection.x,For sale by owner,,5,"$394,000"
664.x,https://unstoppabledomains.com/d/664.x,For sale by owner,,5,$599
irish.x,https://unstoppabledomains.com/d/irish.x,For sale by owner,,5,"$100,000"
viva.nft,https://unstoppabledomains.com/d/viva.nft,For sale by owner,,5,$999
address.x,https://unstoppabledomains.com/d/address.x,For sale by owner,+1,5,"$100,000"
democrat.wallet,https://unstoppabledomains.com/d/democrat.wallet,For sale by owner,,5,"$6,788"
quran.x,https://unstoppabledomains.com/d/quran.x,For sale by owner,,5,"$7,500"
kitty.nft,https://unstoppabledomains.com/d/kitty.nft,For sale by owner,,5,"$1,999"
writer.x,https://unstoppabledomains.com/d/writer.x,For sale by owner,,5,"$1,000"
dominate.x,https://unstoppabledomains.com/d/dominate.x,For sale by owner,,5,"$1,000,000"
atelier.x,https://unstoppabledomains.com/d/atelier.x,For sale by owner,,5,"$250,000"
jack.nft,https://unstoppabledomains.com/d/jack.nft,For sale by owner,+1,5,"$1,000,000"
3232.crypto,https://unstoppabledomains.com/d/3232.crypto,For sale by owner,,5,$888
2727.crypto,https://unstoppabledomains.com/d/2727.crypto,For sale by owner,,5,$888
596.crypto,https://unstoppabledomains.com/d/596.crypto,For sale by owner,,5,$250
366.crypto,https://unstoppabledomains.com/d/366.crypto,For sale by owner,,5,"$1,200"
6120.x,https://unstoppabledomains.com/d/6120.x,For sale by owner,,4,$99
introvert.x,https://unstoppabledomains.com/d/introvert.x,For sale by owner,,4,$199
thank.crypto,https://unstoppabledomains.com/d/thank.crypto,For sale by owner,+1,4,"$500,000"
scan.nft,https://unstoppabledomains.com/d/scan.nft,For sale by owner,+1,4,"$50,000"
scan.x,https://unstoppabledomains.com/d/scan.x,For sale by owner,+1,4,"$50,000"
venus.x,https://unstoppabledomains.com/d/venus.x,For sale by owner,,4,"$7,500"
attempt.x,https://unstoppabledomains.com/d/attempt.x,For sale by owner,+1,4,"$1,999"
911.nft,https://unstoppabledomains.com/d/911.nft,For sale by owner,,4,$999
tron.wallet,https://unstoppabledomains.com/d/tron.wallet,For sale by owner,,4,"$100,000"
00069.nft,https://unstoppabledomains.com/d/00069.nft,For sale by owner,,4,$169
gods.nft,https://unstoppabledomains.com/d/gods.nft,For sale by owner,,4,"$7,999"
creativity.nft,https://unstoppabledomains.com/d/creativity.nft,For sale by owner,,4,"$3,999"
proud.x,https://unstoppabledomains.com/d/proud.x,For sale by owner,,4,$350
1616.x,https://unstoppabledomains.com/d/1616.x,For sale by owner,,4,$99
226.nft,https://unstoppabledomains.com/d/226.nft,For sale by owner,,4,$89
334.nft,https://unstoppabledomains.com/d/334.nft,For sale by owner,,4,$79
419.crypto,https://unstoppabledomains.com/d/419.crypto,For sale by owner,,4,"$4,190"
644.crypto,https://unstoppabledomains.com/d/644.crypto,For sale by owner,,4,$900
flex.nft,https://unstoppabledomains.com/d/flex.nft,For sale by owner,,4,"$14,900"
creed.x,https://unstoppabledomains.com/d/creed.x,For sale by owner,,4,"$5,000,000"
6100.crypto,https://unstoppabledomains.com/d/6100.crypto,For sale by owner,,4,$75
secondary.wallet,https://unstoppabledomains.com/d/secondary.wallet,For sale by owner,,4,$99
kamikaze.wallet,https://unstoppabledomains.com/d/kamikaze.wallet,For sale by owner,,4,$99
brainwash.crypto,https://unstoppabledomains.com/d/brainwash.crypto,For sale by owner,,4,$99
eyewitness.crypto,https://unstoppabledomains.com/d/eyewitness.crypto,For sale by owner,,4,$50
1600.x,https://unstoppabledomains.com/d/1600.x,For sale by owner,,4,$50
wong.wallet,https://unstoppabledomains.com/d/wong.wallet,For sale by owner,,4,"$7,500"
careful.crypto,https://unstoppabledomains.com/d/careful.crypto,For sale by owner,,4,$80
recall.crypto,https://unstoppabledomains.com/d/recall.crypto,For sale by owner,+1,4,$200
